Sr. No.,Tag ID,Chassis/ Vehicle No,NPCI Vehicle Class,Vehicle Class Desc,Plaza Name,Pass Id,Pass Scheme,Pass Type,Pass Name,Start Effective Date,End Effective Date,Trips Allowed,Trips Taken,Channel,Issuance Date,Renewal Dt,Issuance Fees (Rs.),Payment Mode,Payment status,Stlmnt Dt,Stlmnt Amt (Rs.),Stlmnt Status,Current Status,Issued By,NPCI Plaza Id,AutoRenewal,Old Pass Id,New Pass Id,A,B
831,34161FA8203289721E108380,UP15BZ6122,VC4,Car / Jeep / Van,Kurana Toll Plaza,13994533,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,22,Concessionaire,1/2/2023 11:28,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
832,34161FA8203289721E107FE0,UP13AU2640,VC4,Car / Jeep / Van,Kurana Toll Plaza,13998581,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,40,Concessionaire,1/2/2023 12:11,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
833,34161FA8203289721E107F80,UP14CJ2054,VC4,Car / Jeep / Van,Kurana Toll Plaza,13984804,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,34,Concessionaire,1/2/2023 9:53,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
834,34161FA8203289721E107E20,DL1CAB3413,VC4,Car / Jeep / Van,Kurana Toll Plaza,14587760,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,17,Concessionaire,28/02/2023 16:26:23,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
835,34161FA8203289721E107E20,DL1CAB3413,VC4,Car / Jeep / Van,Kurana Toll Plaza,14099960,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,13,Concessionaire,4/2/2023 12:24,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
836,34161FA8203289721E1077C0,DL8CU1977,VC4,Car / Jeep / Van,Kurana Toll Plaza,13989492,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,16,Concessionaire,1/2/2023 10:36,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
837,34161FA8203289721E107460,UP14BF2661,VC4,Car / Jeep / Van,Kurana Toll Plaza,14015244,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,35,Concessionaire,1/2/2023 16:15,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
838,34161FA8203289721E01FE80,UP37N6095,VC4,Car / Jeep / Van,Kurana Toll Plaza,14104825,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,6,Concessionaire,4/2/2023 15:14,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
839,34161FA8203289721B874C80,UP37J9058,VC4,Car / Jeep / Van,Kurana Toll Plaza,13985244,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,0,Concessionaire,1/2/2023 9:58,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
840,34161FA8203289721B7AF6E0,UP14CS3805,VC4,Car / Jeep / Van,Kurana Toll Plaza,14588943,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,48,Concessionaire,28/02/2023 16:45:41,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
841,34161FA8203289721B2745E0,UP13BK8716,VC4,Car / Jeep / Van,Kurana Toll Plaza,14161658,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,7/2/2023 0:00,28/02/2023 00:00:00,9999,2,Concessionaire,7/2/2023 12:31,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
842,34161FA8203289721B274400,UP13BN1215,VC4,Car / Jeep / Van,Kurana Toll Plaza,14003326,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,9,Concessionaire,1/2/2023 13:11,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
843,34161FA8203289721B2742E0,UP13W7577,VC4,Car / Jeep / Van,Kurana Toll Plaza,14038736,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,22,Concessionaire,2/2/2023 9:23,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
844,34161FA8203289721B274180,UP78CY5456,VC4,Car / Jeep / Van,Kurana Toll Plaza,14559576,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,24,Concessionaire,28/02/2023 11:07:57,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
845,34161FA8203289721B2740A0,UP13T2125,VC4,Car / Jeep / Van,Kurana Toll Plaza,14033859,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,0,Concessionaire,2/2/2023 3:24,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
846,34161FA8203289721B269BE0,UP13BC2500,VC4,Car / Jeep / Van,Kurana Toll Plaza,14575387,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,35,Concessionaire,28/02/2023 14:17:29,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
847,34161FA8203289721B267C40,UP13BK6596,VC4,Car / Jeep / Van,Kurana Toll Plaza,14550794,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,50,Concessionaire,28/02/2023 09:50:43,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
848,34161FA8203289721B22E3E0,UP13Y8378,VC4,Car / Jeep / Van,Kurana Toll Plaza,14591970,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,32,Concessionaire,28/02/2023 17:47:26,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
849,34161FA8203289721B22E320,UP13BH0197,VC4,Car / Jeep / Van,Kurana Toll Plaza,13981927,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,14,Concessionaire,1/2/2023 9:28,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
850,34161FA8203289721B22E120,UP13X9909,VC4,Car / Jeep / Van,Kurana Toll Plaza,14005737,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,24,Concessionaire,1/2/2023 13:52,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
851,34161FA8203289721B1F04C0,UP37L5994,VC4,Car / Jeep / Van,Kurana Toll Plaza,14210130,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,9/2/2023 0:00,28/02/2023 00:00:00,9999,4,Concessionaire,9/2/2023 17:05,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
852,34161FA8203289721B0AF0E0,UP37M8412,VC4,Car / Jeep / Van,Kurana Toll Plaza,14242161,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,11/2/2023 0:00,28/02/2023 00:00:00,9999,8,Concessionaire,11/2/2023 13:44,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
853,34161FA8203289721B0AD480,UP37J2526,VC4,Car / Jeep / Van,Kurana Toll Plaza,13993824,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,8,Concessionaire,1/2/2023 11:17,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
854,34161FA8203289721B027180,UP13AT2062,VC4,Car / Jeep / Van,Kurana Toll Plaza,14010201,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,44,Concessionaire,1/2/2023 15:05,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
855,34161FA8203289721AA8D8E0,UP81AP2533,VC4,Car / Jeep / Van,Kurana Toll Plaza,14558816,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,0,Concessionaire,28/02/2023 10:56:26,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
856,34161FA8203289721AA8D8E0,UP81AP2533,VC4,Car / Jeep / Van,Kurana Toll Plaza,14005633,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,0,Concessionaire,1/2/2023 13:50,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
857,34161FA82032897216F9B060,UP16CT8907,VC4,Car / Jeep / Van,Kurana Toll Plaza,14048103,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,21,Concessionaire,2/2/2023 12:34,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
858,34161FA82032897216AE7500,UP13AR5108,VC4,Car / Jeep / Van,Kurana Toll Plaza,13978151,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,14,Concessionaire,1/2/2023 8:42,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
859,34161FA82032897216A88D00,UP16CF4482,VC4,Car / Jeep / Van,Kurana Toll Plaza,14099103,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,20,Concessionaire,4/2/2023 11:58,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
860,34161FA820328972167799C0,UP13BC0666,VC4,Car / Jeep / Van,Kurana Toll Plaza,14099145,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,10,Concessionaire,4/2/2023 11:59,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
861,34161FA82032897216376140,UP37J3980,VC4,Car / Jeep / Van,Kurana Toll Plaza,13993938,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,6,Concessionaire,1/2/2023 11:19,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
862,34161FA820328972162722C0,UP14CF5348,VC4,Car / Jeep / Van,Kurana Toll Plaza,13988182,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,40,Self,1/2/2023 10:24,N/A,315,,Success,2/2/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
863,34161FA82032897213ABBD80,DL8CAC7764,VC4,Car / Jeep / Van,Kurana Toll Plaza,14560490,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,22,Self,28/02/2023 11:30:04,N/A,315,,Success,1/3/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
864,34161FA820328972134CA640,UP13BE6791,VC4,Car / Jeep / Van,Kurana Toll Plaza,13981204,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,6,Concessionaire,1/2/2023 9:18,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
865,34161FA82032897213284140,UP15CQ0079,VC4,Car / Jeep / Van,Kurana Toll Plaza,14141823,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,6/2/2023 0:00,28/02/2023 00:00:00,9999,17,Concessionaire,6/2/2023 12:37,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
866,34161FA82032897213284140,UP15CQ0079,VC4,Car / Jeep / Van,Kurana Toll Plaza,14561483,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,26,Concessionaire,28/02/2023 11:42:51,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
867,34161FA8203289721325EB20,UP14DF3220,VC4,Car / Jeep / Van,Kurana Toll Plaza,13981124,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,48,Concessionaire,1/2/2023 9:16,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
868,34161FA82032897212C71F00,DL3CBP8225,VC4,Car / Jeep / Van,Kurana Toll Plaza,13994934,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,10,Concessionaire,1/2/2023 11:34,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
869,34161FA82032897212C28560,UP14CL2339,VC4,Car / Jeep / Van,Kurana Toll Plaza,13981084,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,15,Concessionaire,1/2/2023 9:16,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
870,34161FA82032897212BBB360,UP37C9308,VC4,Car / Jeep / Van,Kurana Toll Plaza,14003721,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,43,Self,1/2/2023 13:19,N/A,315,,Success,2/2/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
871,34161FA8203289720ECAE100,UP13BD0928,VC4,Car / Jeep / Van,Kurana Toll Plaza,13997107,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,22,Concessionaire,1/2/2023 11:58,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
872,34161FA8203289720E7E5300,UP14CF8778,VC4,Car / Jeep / Van,Kurana Toll Plaza,13993483,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,9,Concessionaire,1/2/2023 11:12,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
873,34161FA8203289720E7DFC80,UP13AX7093,VC4,Car / Jeep / Van,Kurana Toll Plaza,14587705,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,43,Concessionaire,28/02/2023 16:24:52,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
874,34161FA8203289720E7DFC80,UP13AX7093,VC4,Car / Jeep / Van,Kurana Toll Plaza,13979266,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,45,Concessionaire,1/2/2023 9:00,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
875,34161FA8203289720E6591E0,UP15CN7067,VC4,Car / Jeep / Van,Kurana Toll Plaza,14003526,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,19,Concessionaire,1/2/2023 13:15,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
876,34161FA8203289720BEA9E60,UP14BC4204,VC4,Car / Jeep / Van,Kurana Toll Plaza,14013922,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,11,Concessionaire,1/2/2023 16:00,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
877,34161FA8203289720BEA9B40,UP13Q8493,VC4,Car / Jeep / Van,Kurana Toll Plaza,14588754,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,46,Self,28/02/2023 16:43:08,N/A,315,,Success,1/3/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
878,34161FA8203289720BEA9B40,UP13Q8493,VC4,Car / Jeep / Van,Kurana Toll Plaza,13967396,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,46,Self,1/2/2023 4:08,N/A,315,,Success,2/2/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
879,34161FA8203289720BEA98E0,UP15BQ0497,VC4,Car / Jeep / Van,Kurana Toll Plaza,13988150,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,50,Concessionaire,1/2/2023 10:23,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
880,34161FA8203289720BEA9840,UP13AV3113,VC4,Car / Jeep / Van,Kurana Toll Plaza,14012069,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,14,Concessionaire,1/2/2023 15:34,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
881,34161FA8203289720BBC48A0,UP37AT3951,VC9,Mini-Bus,Kurana Toll Plaza,14389518,Monthly Pass Comm,MP,Monthly Pass Comm,20/02/2023 00:00:00,19/03/2023 00:00:00,50,50,Concessionaire,20/02/2023 15:07:22,N/A,5455,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
882,34161FA8203289720A98E660,HR26CB0821,VC4,Car / Jeep / Van,Kurana Toll Plaza,14038595,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,37,Concessionaire,2/2/2023 9:19,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
883,34161FA8203288AC0F038E40,UP13AT4242,VC7,Bus 2-axle,Kurana Toll Plaza,14361148,Monthly Pass Comm,MP,Monthly Pass Comm,18/02/2023 00:00:00,17/03/2023 00:00:00,50,50,Concessionaire,18/02/2023 17:14:06,N/A,11435,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
884,34161FA8203288AC0F038D40,UP15AT7202,VC7,Bus 2-axle,Kurana Toll Plaza,14181866,Monthly Pass Comm,MP,Monthly Pass Comm,8/2/2023 0:00,7/3/2023 0:00,50,50,Concessionaire,8/2/2023 10:15,N/A,11435,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
885,34161FA8203288AC0F038D20,UP13AT5072,VC7,Bus 2-axle,Kurana Toll Plaza,14373461,Monthly Pass Comm,MP,Monthly Pass Comm,19/02/2023 00:00:00,18/03/2023 00:00:00,50,50,Concessionaire,19/02/2023 14:31:34,N/A,11435,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
886,34161FA8203288AC0EE49920,UP13CA1009,VC4,Car / Jeep / Van,Kurana Toll Plaza,14011293,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,16,Concessionaire,1/2/2023 15:14,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
887,34161FA8203288AC0EE498A0,UP13CA5793,VC4,Car / Jeep / Van,Kurana Toll Plaza,14033860,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,0,Concessionaire,2/2/2023 3:30,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
888,34161FA8203288AC0EE49840,DL4CAX9173,VC4,Car / Jeep / Van,Kurana Toll Plaza,14044152,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,3,Concessionaire,2/2/2023 11:08,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
889,34161FA8203288AC0EE490A0,UP13Y7307,VC4,Car / Jeep / Van,Kurana Toll Plaza,14057748,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,0,Concessionaire,2/2/2023 17:10,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
890,34161FA8203288AC0EE490A0,UP13Y7307,VC4,Car / Jeep / Van,Kurana Toll Plaza,14578847,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,0,Concessionaire,28/02/2023 14:40:12,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
891,34161FA8203288AC0EE49040,UP13AW2387,VC4,Car / Jeep / Van,Kurana Toll Plaza,13990428,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,11,Concessionaire,1/2/2023 10:41,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
892,34161FA8203288AC0EE27E00,UP14DM6989,VC4,Car / Jeep / Van,Kurana Toll Plaza,14560044,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,0,Concessionaire,28/02/2023 11:16:40,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
893,34161FA8203288AC0EB515A0,UP37D6815,VC4,Car / Jeep / Van,Kurana Toll Plaza,14209967,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,9/2/2023 0:00,28/02/2023 00:00:00,9999,1,Concessionaire,9/2/2023 16:51,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
894,34161FA8203288AC0EB4D160,UP13BY4500,VC4,Car / Jeep / Van,Kurana Toll Plaza,14384483,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,20/02/2023 00:00:00,28/02/2023 00:00:00,9999,0,Concessionaire,20/02/2023 10:05:22,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
895,34161FA8203288AC0E9DFA40,UP12AE6680,VC4,Car / Jeep / Van,Kurana Toll Plaza,14563111,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,43,Concessionaire,28/02/2023 12:28:19,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
896,34161FA8203288AC0E962660,DL3CBP2869,VC4,Car / Jeep / Van,Kurana Toll Plaza,14244437,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,11/2/2023 0:00,28/02/2023 00:00:00,9999,14,Concessionaire,11/2/2023 16:13,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
897,34161FA8203288AC0E960A40,DL1CC4210,VC4,Car / Jeep / Van,Kurana Toll Plaza,14040476,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,0,Concessionaire,2/2/2023 10:01,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
898,34161FA8203288AC0E937AC0,UP37R2301,VC4,Car / Jeep / Van,Kurana Toll Plaza,14562315,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,18,Concessionaire,28/02/2023 12:05:35,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
899,34161FA8203288AC0E937A00,UP13BQ4825,VC4,Car / Jeep / Van,Kurana Toll Plaza,14157932,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,7/2/2023 0:00,28/02/2023 00:00:00,9999,32,Concessionaire,7/2/2023 9:54,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
900,34161FA8203288AC0E89F720,DL5CJ6701,VC4,Car / Jeep / Van,Kurana Toll Plaza,14016723,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,28,Concessionaire,1/2/2023 16:38,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
901,34161FA8203288AC0E89F620,DL3CBU5637,VC4,Car / Jeep / Van,Kurana Toll Plaza,14040248,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,25,Concessionaire,2/2/2023 9:56,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
902,34161FA8203288AC0E89F3C0,UP14B9255,VC4,Car / Jeep / Van,Kurana Toll Plaza,14163211,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,7/2/2023 0:00,28/02/2023 00:00:00,9999,20,Concessionaire,7/2/2023 13:40,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
